side,line,position,head,height,width,stroke_px,stroke_ratio,density
Ev,Ev04,19,522,59,42,4.91,0.0832,0.443
Ev,Ev04,20,380,60,51,5.11,0.0852,0.533
Ev,Ev04,21,607,64,67,4.83,0.0754,0.416
Ev,Ev04,22,607,67,62,5.61,0.0837,0.444
Ev,Ev04,23,650,70,43,4.97,0.071,0.466
Ev,Ev04,24,380,74,50,4.71,0.0637,0.483
Ev,Ev04,25,200,74,86,5.32,0.0719,0.495
Ev,Ev04,26,380,76,52,5.02,0.066,0.473
Ev,Ev04,27,376,77,72,5.85,0.076,0.449
Ev,Ev04,28,001,75,16,4.91,0.0654,0.592
Ev,Ev04,29,001,74,22,5.69,0.0769,0.501
Ev,Ev04,30,380,77,52,5.47,0.071,0.469
Ev,Ev04,31,405,72,65,6.5,0.0903,0.46
Ev,Ev04,32,522,70,46,6.6,0.0943,0.472
Ev,Ev04,33,405,75,60,6.4,0.0853,0.469
Ev,Ev04,34,022,65,14,6.43,0.0989,0.613
Ev,Ev04,35,010,70,46,6.05,0.0864,0.461
Ev,Ev04,36,010,71,42,7.79,0.1097,0.498
Ev,Ev04,37,430,67,30,5.98,0.0893,0.444
Ev,Ev04,38,430,65,34,6.44,0.0991,0.428
Ev,Ev04,39,407,69,61,5.53,0.0802,0.391
Ev,Ev04,40,405,72,58,5.52,0.0766,0.352
Ev,Ev04,41,407,70,50,4.87,0.0696,0.33
Ev,Ev05,0,022,53,32,3.51,0.0662,0.222
Ev,Ev05,1,205,64,49,5.0,0.0781,0.383
Ev,Ev05,2,308,67,41,6.55,0.0978,0.432
Ev,Ev05,3,205,64,25,6.7,0.1047,0.419
Ev,Ev05,4,002,65,26,6.55,0.1008,0.466
Ev,Ev05,5,001,63,14,4.58,0.0727,0.518
Ev,Ev05,6,007,68,42,5.37,0.079,0.393
Ev,Ev05,7,292,72,58,6.53,0.0907,0.464
Ev,Ev05,8,001,69,34,6.47,0.0937,0.439
Ev,Ev05,9,380,75,56,6.24,0.0832,0.502
Ev,Ev05,10,088,75,23,5.86,0.0781,0.441
Ev,Ev05,11,047,75,54,7.75,0.1034,0.487
Ev,Ev05,12,001,76,41,5.31,0.0699,0.52
Ev,Ev05,13,380,79,57,5.05,0.0639,0.46
Ev,Ev05,14,207,79,71,5.09,0.0644,0.391
Ev,Ev05,15,040,79,49,5.47,0.0693,0.42
Ev,Ev05,16,073,79,27,4.44,0.0561,0.486
Ev,Ev05,17,053,81,59,5.0,0.0618,0.446
Ev,Ev05,18,380,81,85,5.44,0.0672,0.418
Ev,Ev05,19,028,74,27,4.79,0.0647,0.532
Ev,Ev05,20,019,82,58,4.35,0.053,0.388
Ev,Ev05,21,380,70,54,4.62,0.0659,0.396
Ev,Ev05,22,172,73,49,4.66,0.0638,0.37
Ev,Ev05,23,631,72,39,5.18,0.072,0.476
Ev,Ev05,24,009,72,54,4.52,0.0627,0.449
Ev,Ev05,25,380,76,39,4.65,0.0612,0.348
Ev,Ev05,26,091,78,57,4.51,0.0578,0.419
Ev,Ev05,27,774,77,70,4.54,0.0589,0.386
Ev,Ev05,28,581,73,55,4.52,0.0619,0.438
Ev,Ev05,29,380,61,107,4.51,0.0739,0.442
Ev,Ev05,30,680,51,23,4.07,0.0798,0.448
Ev,Ev05,31,684,62,125,5.64,0.091,0.443
Ev,Ev05,32,224,60,98,5.34,0.0891,0.413
Ev,Ev05,33,007,61,60,5.44,0.0891,0.399
Ev,Ev05,34,400,61,70,5.87,0.0963,0.399
Ev,Ev05,35,206,62,93,5.38,0.0867,0.353
Ev,Ev05,36,080,28,42,6.07,0.2169,0.521
Ev,Ev06,0,020,47,18,5.23,0.1112,0.327
Ev,Ev06,1,020,48,19,4.34,0.0904,0.361
Ev,Ev06,2,004,56,44,4.11,0.0733,0.395
Ev,Ev06,3,056,57,48,4.59,0.0805,0.402
Ev,Ev06,4,007,65,50,5.21,0.0802,0.407
Ev,Ev06,5,067,62,67,5.14,0.0829,0.407
Ev,Ev06,6,244,64,97,4.57,0.0715,0.377
Ev,Ev06,7,027,61,80,4.96,0.0813,0.427
Ev,Ev06,8,077,66,80,5.51,0.0835,0.423
Ev,Ev06,9,004,62,19,4.11,0.0663,0.39
Ev,Ev06,10,522,66,66,4.57,0.0692,0.347
Ev,Ev06,11,700,63,34,4.81,0.0764,0.401
Ev,Ev06,12,600,64,57,4.82,0.0753,0.405
Ev,Ev06,13,059,58,60,5.53,0.0954,0.358
Ev,Ev06,14,324,66,83,4.87,0.0737,0.36
Ev,Ev06,15,004,63,45,4.66,0.074,0.399
Ev,Ev06,16,030,66,65,3.83,0.0581,0.312
Ev,Ev06,17,004,65,63,4.8,0.0739,0.394
Ev,Ev06,18,055,61,19,4.52,0.0742,0.525
Ev,Ev06,19,244,66,135,4.25,0.0645,0.351
Ev,Ev06,20,730,64,82,4.18,0.0653,0.34
Ev,Ev06,21,002,69,71,5.25,0.0761,0.461
Ev,Ev06,22,002,68,33,5.59,0.0821,0.445
Ev,Ev06,23,001,77,19,4.21,0.0547,0.437
Ev,Ev06,24,002,74,74,4.6,0.0621,0.4
Ev,Ev06,25,515,71,55,5.08,0.0716,0.442
Ev,Ev06,26,040,64,30,4.56,0.0712,0.369
Ev,Ev06,27,670,73,62,5.35,0.0733,0.386
Ev,Ev06,28,002,70,54,6.25,0.0893,0.462
Ev,Ev06,29,001,73,41,5.04,0.069,0.456
Ev,Ev06,30,200,72,64,5.89,0.0818,0.489
Ev,Ev06,31,010,71,41,7.99,0.1125,0.576
Ev,Ev06,32,400,71,72,6.46,0.091,0.418
Ev,Ev06,33,013,67,46,5.53,0.0825,0.391
Ev,Ev06,34,400,72,66,7.49,0.104,0.43
Ev,Ev06,35,053,62,29,5.02,0.081,0.389
Ev,Ev06,36,006,65,40,6.16,0.0947,0.368
Ev,Ev06,37,006,60,33,5.2,0.0867,0.269
Ev,Ev07,0,566,64,59,5.75,0.0899,0.281
Ev,Ev07,1,074,44,24,5.11,0.1161,0.261
Ev,Ev07,2,035,63,45,6.28,0.0996,0.359
Ev,Ev07,3,070,65,39,6.08,0.0935,0.29
Ev,Ev07,4,035,67,43,6.59,0.0984,0.41
Ev,Ev07,5,400,63,45,6.79,0.1078,0.346
Ev,Ev07,6,035,68,51,5.77,0.0848,0.403
Ev,Ev07,7,071,64,71,7.25,0.1133,0.433
Ev,Ev07,8,035,64,61,5.85,0.0914,0.451
Ev,Ev07,9,010,67,59,5.86,0.0874,0.385
Ev,Ev07,10,035,76,66,5.66,0.0745,0.458
Ev,Ev07,11,276,83,66,5.32,0.0641,0.329
Ev,Ev07,12,188,79,40,5.15,0.0652,0.38
Ev,Ev07,13,031,77,57,5.23,0.0679,0.403
Ev,Ev07,14,509,72,44,5.08,0.0705,0.385
Ev,Ev07,15,062,74,34,5.21,0.0704,0.393
Ev,Ev07,16,009,74,42,5.44,0.0736,0.379
Ev,Ev07,17,092,72,13,4.43,0.0616,0.615
Ev,Ev07,18,001,64,7,5.01,0.0783,0.587
Ev,Ev07,19,092,70,43,4.72,0.0674,0.391
Ev,Ev07,20,009,68,34,4.86,0.0714,0.37
Ev,Ev07,21,092,70,39,4.39,0.0627,0.325
Ev,Ev07,22,005,64,34,3.89,0.0607,0.375
Ev,Ev07,23,092,51,33,4.09,0.0801,0.334
Ev,Ev07,24,005,67,40,3.9,0.0582,0.328
Ev,Ev07,25,092,67,20,4.17,0.0622,0.442
Ev,Ev07,26,001,73,31,5.03,0.0689,0.456
Ev,Ev07,27,739,70,71,4.75,0.0678,0.382
Ev,Ev07,28,244,64,20,4.65,0.0727,0.398
Ev,Ev07,29,044,68,47,4.43,0.0651,0.37
Ev,Ev07,30,092,69,57,4.79,0.0694,0.383
Ev,Ev07,31,022,73,35,4.71,0.0645,0.366
Ev,Ev07,32,092,72,36,4.48,0.0622,0.372
Ev,Ev07,33,090,64,41,4.72,0.0737,0.375
Ev,Ev07,34,092,66,43,4.8,0.0728,0.375
Ev,Ev07,35,386,60,68,4.41,0.0734,0.376
Ev,Ev07,36,755,66,55,4.6,0.0697,0.365
Ev,Ev07,37,298,66,97,4.29,0.0651,0.414
Ev,Ev07,38,020,62,76,4.49,0.0724,0.401
Ev,Ev07,39,079,61,29,4.37,0.0716,0.451
Ev,Ev07,40,079,54,46,4.33,0.0802,0.245
Ev,Ev08,0,200,57,92,4.48,0.0785,0.272
Ev,Ev08,1,073,62,54,3.75,0.0605,0.321
Ev,Ev08,2,001,55,54,3.84,0.0698,0.325
Ev,Ev08,3,011,54,16,4.68,0.0866,0.48
Ev,Ev08,4,073,55,54,4.3,0.0782,0.39
Ev,Ev08,5,700,54,19,4.0,0.074,0.46
Ev,Ev08,6,022,56,22,3.94,0.0704,0.404
Ev,Ev08,7,022,56,18,3.99,0.0713,0.469
Ev,Ev08,8,305,64,56,4.3,0.0671,0.38
Ev,Ev08,9,022,62,36,4.37,0.0705,0.361
Ev,Ev08,10,022,55,16,3.97,0.0721,0.398
Ev,Ev08,11,022,66,46,3.8,0.0576,0.302
Ev,Ev08,12,755,62,16,4.16,0.0671,0.421
Ev,Ev08,13,099,62,48,3.76,0.0606,0.322
Ev,Ev08,14,755,61,43,4.32,0.0708,0.337
Ev,Ev08,15,001,63,16,4.43,0.0703,0.447
Ev,Ev08,16,046,68,29,4.09,0.0601,0.411
Ev,Ev08,17,073,68,59,4.03,0.0593,0.309
Ev,Ev08,18,522,68,56,4.13,0.0607,0.351
Ev,Ev08,19,050,59,27,4.0,0.0677,0.262
Ev,Ev08,20,022,65,23,3.86,0.0593,0.265
Ev,Ev08,21,055,58,24,4.0,0.0689,0.268
Ev,Ev08,22,590,64,65,3.7,0.0578,0.303
Ev,Ev08,23,755,64,43,3.68,0.0575,0.36
Ev,Ev08,24,459,36,7,3.3,0.0917,0.623
Ev,Ev08,25,379,64,55,4.34,0.0678,0.348
Ev,Ev08,26,006,64,76,5.1,0.0797,0.369
Ev,Ev08,27,202,64,93,4.7,0.0734,0.386
Ev,Ev08,28,739,61,70,4.76,0.0781,0.378
Ev,Ev08,29,020,58,27,6.34,0.1093,0.36
Ev,Ev08,30,002,56,23,4.84,0.0865,0.351
Ev,Ev08,31,068,66,125,4.96,0.0752,0.346
Ev,Ev08,32,077,60,28,5.25,0.0876,0.452
Ev,Ev08,33,055,63,27,4.43,0.0704,0.369
Ev,Ev08,34,095,66,43,4.51,0.0684,0.347
Ev,Ev08,35,326,66,78,6.38,0.0966,0.411
Ev,Ev08,36,019,59,28,5.59,0.0948,0.373
Ev,Ev08,37,057,60,43,4.92,0.0821,0.423
Ev,Ev08,38,019,57,19,4.16,0.0729,0.377
Ev,Ev08,39,107,57,23,5.41,0.0948,0.547
Ev,Ev08,40,019,57,18,4.94,0.0867,0.543
Gr,Gr01,2,739,78,121,4.75,0.0609,0.189
Gr,Gr01,3,522,85,128,5.06,0.0595,0.261
Gr,Gr01,4,045,44,41,4.27,0.0972,0.273
Gr,Gr01,5,260,31,77,5.05,0.1628,0.506
Gr,Gr01,6,004,32,134,5.53,0.1728,0.506
Gr,Gr01,7,260,28,28,4.94,0.1764,0.536
Gr,Gr01,8,004,28,33,5.26,0.1879,0.588
Gr,Gr01,9,510,79,93,4.86,0.0615,0.3
Gr,Gr01,10,256,41,134,5.37,0.1311,0.514
Gr,Gr01,11,522,43,118,5.9,0.1373,0.39
Gr,Gr01,12,254,51,173,4.84,0.0949,0.437
Gr,Gr01,13,022,44,33,4.81,0.1094,0.54
Gr,Gr01,14,153,44,72,4.81,0.1092,0.498
Gr,Gr01,15,020,44,71,4.93,0.1121,0.426
Gr,Gr01,16,515,47,104,5.0,0.1063,0.468
Gr,Gr01,17,040,46,33,5.01,0.109,0.458
Gr,Gr01,18,670,49,123,5.3,0.1083,0.42
Gr,Gr01,19,020,48,50,5.57,0.1161,0.485
Gr,Gr01,20,022,31,33,5.16,0.1665,0.407
Gr,Gr01,21,062,46,71,4.99,0.1085,0.444
Gr,Gr01,22,099,53,83,5.52,0.1041,0.475
Gr,Gr01,23,022,52,27,4.99,0.0959,0.508
Gr,Gr01,24,095,57,128,5.17,0.0908,0.458
Gr,Gr01,25,001,55,66,5.32,0.0968,0.439
Gr,Gr01,26,001,55,115,5.42,0.0986,0.475
Gr,Gr01,27,007,49,56,6.13,0.1251,0.353
Gr,Gr02,11,073,82,56,5.45,0.0664,0.355
Gr,Gr02,12,700,78,43,4.85,0.0622,0.392
Gr,Gr02,13,720,81,75,5.24,0.0647,0.3
Gr,Gr02,14,376,52,80,5.84,0.1123,0.447
Gr,Gr02,15,073,83,43,4.24,0.051,0.398
Gr,Gr02,16,700,87,115,5.25,0.0604,0.317
Gr,Gr02,17,600,81,110,4.0,0.0494,0.256
Gr,Gr02,18,605,77,35,3.84,0.0499,0.232
Gr,Gr02,19,004,85,54,3.8,0.0447,0.196
Gr,Gr02,20,522,98,124,4.24,0.0433,0.217
Gr,Gr02,21,700,82,52,3.91,0.0477,0.312
Gr,Gr02,22,059,83,70,4.06,0.049,0.314
Gr,Gr02,23,004,80,48,4.0,0.05,0.28
Gr,Gr02,24,132,67,22,3.49,0.0521,0.258
Gr,Gr02,25,056,72,46,3.75,0.0521,0.255
Gr,Gr02,26,007,81,51,3.81,0.047,0.233
Gr,Gr02,27,700,75,91,4.12,0.055,0.253
Gr,Gr02,28,067,66,48,4.03,0.061,0.271
Gr,Gr03,0,680,94,172,4.33,0.0461,0.261
Gr,Gr03,1,470,73,93,5.03,0.069,0.292
Gr,Gr03,2,001,88,69,4.78,0.0543,0.259
Gr,Gr03,3,430,84,53,4.46,0.0531,0.245
Gr,Gr03,4,580,91,61,4.79,0.0526,0.337
Gr,Gr03,5,380,80,29,4.79,0.0599,0.351
Gr,Gr03,6,602,97,275,4.39,0.0453,0.296
Gr,Gr03,7,232,91,69,4.41,0.0484,0.335
Gr,Gr03,8,600,64,25,4.72,0.0738,0.369
Gr,Gr03,9,380,94,203,4.41,0.0469,0.306
Gr,Gr03,10,595,85,41,4.17,0.0491,0.294
Gr,Gr03,11,122,88,65,4.16,0.0473,0.331
Gr,Gr03,12,280,90,70,4.08,0.0454,0.273
Gr,Gr03,13,067,89,89,4.16,0.0467,0.3
Gr,Gr03,14,059,57,22,4.28,0.0752,0.382
Gr,Gr03,15,069,80,101,4.16,0.0521,0.314
Gr,Gr03,16,380,83,57,4.35,0.0524,0.303
Gr,Gr03,17,002,79,30,4.78,0.0606,0.33
Gr,Gr03,18,609,86,88,4.4,0.0511,0.296
Gr,Gr03,19,380,87,59,4.7,0.054,0.351
Gr,Gr03,20,597,70,45,4.35,0.0621,0.236
Gr,Gr03,21,380,73,66,4.54,0.0623,0.303
Gr,Gr03,22,059,88,43,4.75,0.054,0.341
Gr,Gr03,23,720,73,74,4.99,0.0684,0.405
Gr,Gr03,24,380,56,29,6.2,0.1106,0.431
Gr,Gr04,0,200,82,71,5.13,0.0625,0.409
Gr,Gr04,1,092,74,71,4.94,0.0668,0.391
Gr,Gr04,2,001,76,20,4.42,0.0581,0.42
Gr,Gr04,3,380,93,128,4.38,0.0471,0.342
Gr,Gr04,4,005,90,78,4.48,0.0498,0.341
Gr,Gr04,5,380,87,100,5.34,0.0614,0.31
Gr,Gr04,6,315,97,160,4.31,0.0444,0.246
Gr,Gr04,7,380,91,108,4.19,0.0461,0.266
Gr,Gr04,8,090,93,90,4.37,0.047,0.295
Gr,Gr04,9,001,90,64,4.49,0.0498,0.289
Gr,Gr04,10,380,87,76,4.32,0.0497,0.256
Gr,Gr04,11,316,92,91,3.83,0.0416,0.277
Gr,Gr04,12,380,93,83,4.33,0.0466,0.315
Gr,Gr04,13,602,90,83,4.24,0.0471,0.247
Gr,Gr04,14,007,93,56,4.59,0.0494,0.315
Gr,Gr04,15,093,86,75,4.64,0.054,0.262
Gr,Gr04,16,380,97,180,4.68,0.0483,0.268
Gr,Gr04,17,002,96,126,4.69,0.0488,0.344
Gr,Gr04,18,684,88,32,4.13,0.0469,0.399
Gr,Gr04,19,380,70,33,4.33,0.0619,0.458
Gr,Gr04,20,019,84,8,5.4,0.0643,0.619
Gr,Gr04,21,019,88,37,4.46,0.0506,0.312
Gr,Gr05,0,062,94,102,4.65,0.0495,0.27
Gr,Gr05,1,001,93,17,4.85,0.0521,0.524
Gr,Gr05,2,380,90,54,4.83,0.0536,0.371
Gr,Gr05,3,216,94,104,5.0,0.0532,0.357
Gr,Gr05,4,020,89,29,5.44,0.0612,0.422
Gr,Gr05,5,007,89,60,5.04,0.0567,0.356
Gr,Gr05,6,320,94,115,4.78,0.0509,0.355
Gr,Gr05,7,600,86,76,4.49,0.0522,0.293
Gr,Gr05,8,380,87,63,4.46,0.0513,0.347
Gr,Gr05,9,290,83,40,4.41,0.0532,0.359
Gr,Gr05,10,079,93,100,4.81,0.0517,0.331
Gr,Gr05,11,280,86,107,4.55,0.0529,0.309
Gr,Gr05,12,002,56,26,5.3,0.0946,0.415
Gr,Gr05,13,280,86,75,5.15,0.0599,0.353
Gr,Gr05,14,030,61,39,5.08,0.0832,0.335
Gr,Gr05,15,380,84,86,4.94,0.0588,0.345
Gr,Gr05,16,088,88,38,5.84,0.0664,0.373
Gr,Gr05,17,001,83,22,5.62,0.0677,0.51
Gr,Gr05,18,047,85,39,5.37,0.0631,0.354
Gr,Gr05,19,001,75,19,5.07,0.0675,0.504
Gr,Gr05,20,380,82,51,4.76,0.0581,0.386
Gr,Gr05,21,280,80,24,5.04,0.063,0.407
Gr,Gr05,22,001,83,75,4.86,0.0586,0.351
Gr,Gr05,23,521,61,21,5.74,0.0941,0.55
Gr,Gr05,24,280,80,68,4.81,0.0602,0.365
Gr,Gr05,25,001,81,101,5.26,0.0649,0.371
Gr,Gr05,26,521,81,27,4.79,0.0592,0.428
Gr,Gr05,27,001,78,32,4.83,0.0619,0.472
Gr,Gr05,28,022,80,69,4.89,0.0611,0.357
Gr,Gr05,29,280,87,59,5.19,0.0597,0.392
Gr,Gr05,30,380,69,22,5.24,0.0759,0.422
Gr,Gr05,31,001,66,15,5.23,0.0793,0.424
Gr,Gr06,0,001,80,57,5.13,0.0641,0.505
Gr,Gr06,1,001,73,44,4.8,0.0657,0.379
Gr,Gr06,2,522,72,57,5.48,0.0761,0.395
Gr,Gr06,3,380,76,70,4.92,0.0648,0.4
Gr,Gr06,4,731,69,30,4.81,0.0697,0.458
Gr,Gr06,5,670,42,15,5.54,0.1319,0.483
Gr,Gr06,6,001,82,55,5.23,0.0638,0.409
Gr,Gr06,7,380,82,89,4.84,0.059,0.366
Gr,Gr06,8,022,77,61,4.6,0.0597,0.377
Gr,Gr06,9,371,88,97,4.66,0.053,0.318
Gr,Gr06,10,380,91,71,4.5,0.0494,0.328
Gr,Gr06,11,090,80,68,5.33,0.0667,0.429
Gr,Gr06,12,001,81,63,5.22,0.0645,0.359
Gr,Gr06,13,607,81,84,4.73,0.0584,0.315
Gr,Gr06,14,371,86,73,4.22,0.0491,0.313
Gr,Gr06,15,380,75,77,4.38,0.0584,0.343
Gr,Gr06,16,256,81,109,4.26,0.0526,0.27
Gr,Gr06,17,380,83,82,4.67,0.0562,0.375
Gr,Gr06,18,633,91,167,4.72,0.0519,0.327
Gr,Gr06,19,380,88,59,4.79,0.0544,0.405
Gr,Gr06,20,005,89,36,5.2,0.0584,0.326
Gr,Gr06,21,066,86,56,5.03,0.0584,0.385
Gr,Gr06,22,380,91,104,5.33,0.0585,0.368
Gr,Gr06,23,290,93,39,5.21,0.056,0.34
Gr,Gr06,24,066,87,81,5.23,0.0601,0.405
Gr,Gr06,25,380,84,27,5.31,0.0632,0.398
Gr,Gr06,26,003,73,25,4.73,0.0648,0.435
Gr,Gr06,27,215,91,31,4.43,0.0487,0.311
Gr,Gr06,28,380,87,104,4.66,0.0535,0.267
Gr,Gr07,0,079,83,39,5.66,0.0681,0.461
Gr,Gr07,1,450,76,29,5.13,0.0675,0.368
Gr,Gr07,2,019,86,49,4.8,0.0558,0.44
Gr,Gr07,3,380,86,83,5.2,0.0605,0.351
Gr,Gr07,4,162,86,45,4.94,0.0574,0.297
Gr,Gr07,5,522,84,61,5.15,0.0613,0.283
Gr,Gr07,6,050,81,39,4.9,0.0605,0.398
Gr,Gr07,7,002,86,85,5.18,0.0603,0.355
Gr,Gr07,8,450,91,103,5.31,0.0584,0.376
Gr,Gr07,9,380,90,44,5.6,0.0623,0.303
Gr,Gr07,10,091,88,47,5.31,0.0603,0.349
Gr,Gr07,11,773,94,87,5.46,0.0581,0.395
Gr,Gr07,12,260,85,35,5.01,0.0589,0.429
Gr,Gr07,13,020,93,88,4.66,0.0501,0.294
Gr,Gr07,14,306,74,39,5.25,0.071,0.179
Gr,Gr07,15,730,87,59,4.36,0.0501,0.288
Gr,Gr07,16,006,83,49,4.45,0.0536,0.342
Gr,Gr07,17,002,80,54,4.51,0.0564,0.319
Gr,Gr07,18,020,79,26,5.45,0.0689,0.468
Gr,Gr07,19,302,86,39,5.2,0.0605,0.428
Gr,Gr07,20,098,87,78,4.83,0.0555,0.328
Gr,Gr07,21,007,94,64,4.99,0.0531,0.29
Gr,Gr07,22,059,86,59,4.95,0.0575,0.318
Gr,Gr07,23,002,83,60,5.3,0.0638,0.359
Gr,Gr07,24,022,82,55,5.18,0.0632,0.277
Gr,Gr07,25,291,85,83,4.69,0.0552,0.351
Gr,Gr07,26,773,83,61,4.6,0.0554,0.335
Gr,Gr07,27,005,71,37,4.24,0.0597,0.353
Gr,Gr07,28,291,76,28,4.31,0.0567,0.427
Gr,Gr07,29,098,79,114,4.98,0.063,0.313
Gr,Gr07,30,007,72,55,5.24,0.0728,0.393
Gr,Gr07,31,004,67,45,5.66,0.0845,0.488
Gv,Gv02,0,001,63,53,4.61,0.0732,0.449
Gv,Gv02,1,030,71,57,4.99,0.0702,0.352
Gv,Gv02,2,001,78,59,5.19,0.0666,0.366
Gv,Gv02,3,031,71,40,5.73,0.0807,0.475
Gv,Gv02,4,001,83,37,5.82,0.0702,0.353
Gv,Gv02,5,001,69,31,4.61,0.0668,0.302
Gv,Gv02,6,074,76,76,5.51,0.0724,0.336
Gv,Gv02,7,031,85,49,4.92,0.0578,0.333
Gv,Gv02,8,086,81,42,5.02,0.062,0.301
Gv,Gv02,9,722,80,23,5.37,0.0671,0.46
Gv,Gv02,10,022,89,99,5.14,0.0577,0.319
Gv,Gv02,11,674,80,61,5.13,0.0641,0.337
Gv,Gv02,12,009,74,65,4.81,0.065,0.313
Gv,Gv02,13,452,87,96,4.18,0.048,0.291
Gv,Gv02,14,112,76,53,4.96,0.0653,0.349
Gv,Gv02,15,059,85,102,4.18,0.0492,0.297
Gv,Gv02,16,214,86,71,4.53,0.0526,0.317
Gv,Gv02,17,280,78,18,4.93,0.0632,0.588
Gv,Gv02,18,011,53,12,3.62,0.0682,0.186
Gv,Gv02,19,003,87,30,3.98,0.0458,0.376
Gv,Gv02,20,044,84,31,4.38,0.0521,0.399
Gv,Gv02,21,020,84,65,4.4,0.0524,0.368
Gv,Gv02,22,008,57,24,4.2,0.0737,0.251
Gv,Gv02,23,033,80,32,4.46,0.0557,0.405
Gv,Gv02,24,059,76,50,4.64,0.0611,0.352
Gv,Gv02,25,224,80,80,4.36,0.0544,0.343
Gv,Gv02,26,062,82,79,4.28,0.0522,0.33
Gv,Gv02,27,739,79,34,4.46,0.0565,0.318
Gv,Gv02,28,471,80,74,4.52,0.0565,0.27
Gv,Gv02,29,460,82,55,4.87,0.0594,0.364
Gv,Gv02,30,254,82,96,4.8,0.0585,0.339
Gv,Gv02,31,022,72,29,5.93,0.0823,0.403
Gv,Gv02,32,700,73,37,5.35,0.0733,0.345
Gv,Gv02,33,092,80,88,4.75,0.0593,0.385
Gv,Gv02,34,022,77,17,8.19,0.1063,0.625
Gv,Gv03,0,092,77,42,4.88,0.0633,0.393
Gv,Gv03,1,022,74,33,4.73,0.064,0.379
Gv,Gv03,2,692,84,77,5.14,0.0612,0.408
Gv,Gv03,3,092,87,93,5.29,0.0608,0.409
Gv,Gv03,4,151,92,69,5.02,0.0545,0.312
Gv,Gv03,5,692,87,108,5.07,0.0582,0.362
Gv,Gv03,6,525,91,47,5.54,0.0609,0.397
Gv,Gv03,7,739,79,30,5.71,0.0723,0.435
Gv,Gv03,8,044,90,51,6.43,0.0715,0.372
Gv,Gv03,9,090,93,98,5.04,0.0542,0.278
Gv,Gv03,10,430,96,71,4.77,0.0497,0.292
Gv,Gv03,11,670,97,164,4.69,0.0483,0.29
Gv,Gv03,12,256,89,34,4.66,0.0523,0.316
Gv,Gv03,13,044,96,82,4.59,0.0479,0.31
Gv,Gv03,14,291,96,138,4.78,0.0498,0.317
Gv,Gv03,15,776,90,71,4.18,0.0464,0.326
Gv,Gv03,16,306,95,142,4.49,0.0473,0.232
Gv,Gv03,17,770,96,65,4.42,0.046,0.269
Gv,Gv03,18,306,95,52,4.75,0.05,0.266
Gv,Gv03,19,608,92,122,4.91,0.0534,0.271
Gv,Gv03,20,005,94,105,4.63,0.0493,0.342
Gv,Gv03,21,608,80,59,5.43,0.0679,0.385
Gv,Gv03,22,006,89,82,5.63,0.0632,0.361
Gv,Gv03,23,430,88,52,4.82,0.0547,0.406
Gv,Gv03,24,070,85,60,6.06,0.0713,0.434
Gv,Gv03,25,003,89,66,5.34,0.06,0.349
Gv,Gv03,26,040,73,28,5.76,0.0789,0.454
Gv,Gv03,27,031,65,19,5.33,0.0821,0.436
Gv,Gv03,28,056,61,32,5.5,0.0901,0.344
Gv,Gv04,0,470,91,19,4.93,0.0541,0.472
Gv,Gv04,1,070,94,103,5.3,0.0564,0.374
Gv,Gv04,2,500,89,57,4.41,0.0495,0.348
Gv,Gv04,3,091,91,92,5.15,0.0566,0.348
Gv,Gv04,4,430,84,44,5.76,0.0685,0.308
Gv,Gv04,5,008,89,65,5.37,0.0603,0.346
Gv,Gv04,6,091,94,96,5.35,0.0569,0.373
Gv,Gv04,7,650,91,124,5.05,0.0555,0.351
Gv,Gv04,8,123,71,34,4.63,0.0652,0.361
Gv,Gv04,9,022,93,42,5.34,0.0574,0.377
Gv,Gv04,10,048,94,81,5.18,0.0551,0.335
Gv,Gv04,11,700,79,42,4.27,0.0541,0.34
Gv,Gv04,12,111,77,37,4.2,0.0546,0.309
Gv,Gv04,13,111,77,37,4.2,0.0546,0.309
Gv,Gv04,14,600,81,42,4.43,0.0547,0.304
Gv,Gv04,15,046,80,70,4.68,0.0586,0.342
Gv,Gv04,16,074,84,38,4.82,0.0574,0.437
Gv,Gv04,17,321,82,33,4.93,0.0602,0.343
Gv,Gv04,18,022,83,63,4.22,0.0508,0.335
Gv,Gv04,19,081,78,42,4.29,0.055,0.391
Gv,Gv04,20,227,79,43,4.1,0.0519,0.356
Gv,Gv04,21,460,87,113,4.24,0.0487,0.277
Gv,Gv04,22,021,72,34,4.84,0.0672,0.336
Gv,Gv04,23,040,76,78,4.46,0.0586,0.341
Gv,Gv04,24,005,78,68,4.45,0.0571,0.337
Gv,Gv04,25,502,85,92,5.04,0.0592,0.343
Gv,Gv04,26,002,64,50,4.38,0.0684,0.297
Gv,Gv04,27,008,78,29,4.88,0.0625,0.412
Gv,Gv04,28,005,72,52,4.8,0.0667,0.407
Gv,Gv04,29,040,74,63,4.93,0.0666,0.403
Gv,Gv04,30,048,81,54,5.28,0.0652,0.415
Gv,Gv04,31,009,75,38,5.03,0.0671,0.328
Gv,Gv04,32,005,83,95,5.13,0.0618,0.354
Gv,Gv05,0,005,90,66,4.86,0.054,0.266
Gv,Gv05,1,001,77,94,5.14,0.0667,0.33
Gv,Gv05,2,001,67,54,4.55,0.0678,0.379
Gv,Gv05,3,021,26,22,6.0,0.2307,0.566
Gv,Gv05,4,048,78,30,5.24,0.0671,0.401
Gv,Gv05,5,200,87,74,5.14,0.0591,0.356
